Q_237		RAPID_FIRE	Oral Pathology	Geographic Tongue (Benign Migratory Glossitis) involves the loss of fungiform papillae.		TRUE	FALSE			B	Why: False. It involves the loss of FILIFORM papillae (the white hair-like ones), leaving red, bald patches bordered by white lines. Fungiform papillae remain (appear as red dots). Why not: N/A	Tongue,Anatomy	
Q_238		RAPID_FIRE	Oral Pathology	Periapical Cemento-Osseous Dysplasia (PCOD) requires immediate root canal therapy.		TRUE	FALSE			B	Why: False. PCOD (common in middle-aged black females, lower anteriors) involves vital teeth. It is a self-limiting fibro-osseous lesion. No treatment is needed unless infection occurs (which is rare). Why not: N/A	Bone Pathology,Treatment	
Q_239	CASE_47	CASE	Oral Pathology	The clinical presentation of a blue, fluctuant swelling in the floor of the mouth is most consistent with:		Mucocele	Ranula	Dermoid Cyst	Sialolith	B	Why: A Ranula is a large mucocele specifically located in the floor of the mouth, usually arising from the sublingual gland. The "blue" hue is due to the pooling of mucin (Tyndall effect). Why not: Mucoceles are typically on the lip. Dermoid cysts are doughy/yellow and midline. Sialoliths are hard stones.	Salivary Glands,Diagnosis	
Q_240	CASE_47	CASE	Oral Pathology	If the swelling herniates through the mylohyoid muscle into the neck, it is referred to as a:		Branchial Cleft Cyst	Thyroglossal Duct Cyst	Plunging Ranula	Cystic Hygroma	C	Why: A "Plunging Ranula" extends below the mylohyoid muscle, presenting as a neck swelling. Why not: Branchial/Thyroglossal cysts are developmental neck lesions.	Terminology,Anatomy	
Q_241	CASE_47	CASE	Oral Pathology	The definitive treatment for a persistent Ranula usually involves:		Marsupialization only	Removal of the sublingual gland	Antibiotics	Incision and Drainage	B	Why: Removing the source of the spill (the sublingual gland) is the most effective way to prevent recurrence. Marsupialization has a high recurrence rate. Why not: Simple I&D will definitely recur as the gland continues to produce saliva.	Treatment,Surgery	
Q_242	CASE_48	CASE	Oral Pathology	The unilateral distribution stopping at the midline is pathognomonic for:		Herpes Simplex Virus (Primary)	Herpes Zoster (Shingles)	Impetigo	Rubella	B	Why: Herpes Zoster (reactivation of VZV) travels down a single dermatome (usually V1, V2, or V3) and respects the midline. Why not: Herpes Simplex is not strictly dermatomal/unilateral. Impetigo is bacterial.	Virology,Diagnosis	
Q_243	CASE_48	CASE	Oral Pathology	If the lesion involves the tip of the nose (Hutchinson's Sign), which specialist consultation is mandatory?		Dermatology	Ophthalmology	Neurology	ENT	B	Why: Hutchinson's Sign indicates involvement of the Nasociliary branch of V1, implying a high risk of ocular infection (Herpes Zoster Ophthalmicus) which can cause blindness. Why not: The eye is the immediate danger.	Clinical Signs,Referral	
Q_244	CASE_48	CASE	Oral Pathology	The "Ramsay Hunt Syndrome" variant of this infection involves facial paralysis and vertigo due to infection of which cranial nerve ganglion?		Trigeminal Ganglion	Geniculate Ganglion	Otic Ganglion	Sphenopalatine Ganglion	B	Why: Ramsay Hunt is VZV infection of the Geniculate Ganglion (CN VII), causing facial palsy, ear pain, and vertigo (CN VIII involvement). Why not: Trigeminal involvement causes the facial rash, not the paralysis/vertigo combo.	Neurology,Syndromes	
Q_245	CASE_49	CASE	Oral Pathology	A radiolucency attaching to the CEJ of an impacted tooth is the classic definition of a:		Radicular Cyst	Dentigerous Cyst (Follicular Cyst)	Primordial Cyst	Odontogenic Keratocyst	B	Why: Dentigerous cysts form from the accumulation of fluid between the reduced enamel epithelium and the crown, attaching strictly at the CEJ. Why not: Radicular cysts are at the apex of non-vital teeth. Primordial cysts form *instead* of a tooth.	Cysts,Radiology	
Q_246	CASE_49	CASE	Oral Pathology	Although benign, the lining of a Dentigerous Cyst has the potential to transform into:		Osteosarcoma	Ameloblastoma or Squamous Cell Carcinoma	Cementoblastoma	Odontoma	B	Why: The epithelial lining can undergo neoplastic transformation into Ameloblastoma (Mural Ameloblastoma) or rarely SCC or Mucoepidermoid Carcinoma. Why not: Osteosarcoma is mesenchymal. Odontoma is developmental.	Pathology,Transformation	
Q_247	CASE_49	CASE	Oral Pathology	If the lesion were multilocular and grew aggressively anterior-posteriorly without expansion, the diagnosis would shift towards:		Dentigerous Cyst	Odontogenic Keratocyst (OKC)	Periapical Cyst	Lateral Periodontal Cyst	B	Why: OKCs are known for AP growth through the medullary bone with minimal cortical expansion (until late stages) and a high recurrence rate. Why not: Dentigerous cysts expand balloon-like.	Differential Diagnosis,Behavior	
Q_248	CASE_50	CASE	Oral Pathology	The biopsy showing "sub-epithelial separation" and immunofluorescence with linear IgG/C3 deposits at the basement membrane confirms:		Pemphigus Vulgaris	Mucous Membrane Pemphigoid	Lichen Planus	Erythema Multiforme	B	Why: Pemphigoid is a SUB-epithelial split (antibodies vs hemidesmosomes). Pemphigus is an INTRA-epithelial split (antibodies vs desmosomes). Why not: Lichen Planus shows band-like T-cell infiltrate.	Autoimmune,Histology	
Q_249	CASE_50	CASE	Oral Pathology	A positive "Nikolsky Sign" refers to:		Pinpoint bleeding when scales are removed	Induction of a bulla/sloughing with firm lateral pressure	Disappearance of a lesion upon stretching	Blanching with pressure	B	Why: Nikolsky sign is when the epithelium shears off with rubbing, seen in Pemphigus and Pemphigoid. Why not: Pinpoint bleeding is Auspitz sign (Psoriasis). Disappearance is Leukoedema.	Clinical Signs,Diagnosis	
Q_250	CASE_50	CASE	Oral Pathology	Which organ system must be evaluated in patients with Mucous Membrane Pemphigoid to prevent scarring and blindness?		Kidneys	Eyes (Conjunctiva)	Lungs	Liver	B	Why: Ocular Pemphigoid can cause symblepharon (scarring/adhesion of eyelids), entropion, and eventual blindness. Referral to an ophthalmologist is critical. Why not: Pemphigus involves skin/oral, but Pemphigoid has a specific predilection for ocular scarring.	Complications,Referral	
Q_251	CASE_51	CASE	Oral Pathology	The "Sunburst" radiographic appearance and widening of the PDL space are classic signs of:		Ameloblastoma	Osteosarcoma	Fibrous Dysplasia	Paget's Disease	B	Why: Osteosarcoma (malignancy of bone) produces erratic new bone (sunburst) and invades the PDL space uniformly, causing widening. Why not: Fibrous dysplasia is "Ground Glass." Paget's is "Cotton Wool."	Radiology,Malignancy	
Q_252	CASE_51	CASE	Oral Pathology	The patient reports "paresthesia" (numbness) of the lip. In the context of a jaw lesion, this symptom is highly suggestive of:		Acute infection	Malignancy	Benign expansion	Cystic fluid pressure	B	Why: Malignancies invade nerves quickly, causing paresthesia. Benign tumors usually push nerves aside without causing numbness until they are very large. Paresthesia is an ominous sign.	Symptoms,Diagnosis	
Q_253	CASE_51	CASE	Oral Pathology	Osteosarcoma is a malignancy of mesenchymal cells that have the ability to produce:		Keratin	Osteoid (immature bone)	Enamel	Melanin	B	Why: The definition of Osteosarcoma is a sarcoma where the malignant cells produce osteoid. Why not: Carcinomas produce keratin. Ameloblasts produce enamel.	Histology,Definitions	
Q_254	CASE_52	CASE	Oral Pathology	Primary Sjögren's Syndrome involves dry eyes and mouth. Secondary Sjögren's involves these symptoms plus:		Another autoimmune disease (e.g., Rheumatoid Arthritis, Lupus)	Diabetes Mellitus	Hypertension	HIV infection	A	Why: Secondary Sjögren's is defined by the presence of another underlying connective tissue/autoimmune disorder (most commonly RA or SLE). Why not: Diabetes causes dry mouth but is not the definition of Secondary Sjögren's.	Autoimmune,Definitions	
Q_255	CASE_52	CASE	Oral Pathology	Patients with Sjögren's Syndrome have a 40x increased risk of developing which malignancy?		Squamous Cell Carcinoma	Non-Hodgkin Lymphoma (MALT Lymphoma)	Adenoid Cystic Carcinoma	Mucoepidermoid Carcinoma	B	Why: The chronic lymphocytic infiltration of the glands increases the risk of developing B-cell Lymphoma (MALT lymphoma). Why not: SCC is epithelial, not lymphoid.	Complications,Malignancy	
Q_256	CASE_52	CASE	Oral Pathology	Which blood tests are most specific for diagnosing Sjögren's Syndrome?		Anti-Nuclear Antibody (ANA)	Anti-SS-A (Ro) and Anti-SS-B (La)	Rheumatoid Factor (RF)	C-Reactive Protein (CRP)	B	Why: While ANA and RF can be positive, Anti-SS-A (Ro) and Anti-SS-B (La) are the specific autoantibodies associated with Sjögren's. Why not: CRP is generic inflammation.	Labs,Diagnosis	
Q_257	CASE_53	CASE	Oral Pathology	The ability to approximate the shoulders (touching anteriorly) is due to aplasia/hypoplasia of which bone?		Scapula	Clavicle	Sternum	Humerus	B	Why: Cleidocranial Dysplasia affects the Clavicles (Cleido) and Skull (Cranial). The clavicles are absent or underdeveloped. Why not: Scapula is the shoulder blade (posterior).	Syndromes,Anatomy	
Q_258	CASE_53	CASE	Oral Pathology	Which dental anomaly is the hallmark of Cleidocranial Dysplasia?		Anodontia	Multiple Supernumerary Teeth	Amelogenesis Imperfecta	Dentinogenesis Imperfecta	B	Why: Patients have numerous supernumerary teeth (sometimes dozens) that impede the eruption of permanent teeth. Why not: Anodontia is Ectodermal Dysplasia.	Dental Anomalies,Syndromes	
Q_259	CASE_53	CASE	Oral Pathology	Cleidocranial Dysplasia is inherited in an autosomal dominant pattern. Which other bone condition is a feature?		Delayed closure of fontanelles	Osteopetrosis	Brittle bones (Osteogenesis Imperfecta)	Bowing of legs (Rickets)	A	Why: The skull sutures and fontanelles remain open (delayed closure), leading to a wormian bone appearance and a mushroom-shaped head. Why not: Brittle bones are OI.	Genetics,Bone Pathology	
Q_260	CASE_54	CASE	Oral Pathology	The most significant etiological factor for lip cancer (SCC) is:		Tobacco chewing	Chronic UV (Sun) damage	Alcohol consumption	HPV infection	B	Why: While tobacco is a risk, UV radiation is the primary cause of carcinoma of the vermilion border (Actinic Cheilitis -> SCC). Why not: Intraoral SCC is tobacco/alcohol. Lip SCC is sun.	Etiology,Cancer	
Q_261	CASE_54	CASE	Oral Pathology	Histologically, well-differentiated Squamous Cell Carcinoma is characterized by the formation of:		Glandular ducts	Keratin Pearls	Osteoid	Ghost cells	B	Why: Squamous cells produce keratin. In well-differentiated SCC, the malignant cells still attempt to do their job, forming swirling "Keratin Pearls." Why not: Poorly differentiated SCC looks like generic anaplastic cells.	Histology,SCC	
Q_262	CASE_54	CASE	Oral Pathology	Actinic Cheilitis is the lip equivalent of which premalignant skin lesion?		Seborrheic Keratosis	Actinic Keratosis	Basal Cell Carcinoma	Melanoma	B	Why: Actinic Keratosis is the sun-induced premalignancy of skin. Actinic Cheilitis is the same process on the lip. Both can transform into SCC. Why not: Seborrheic keratosis is a benign "barnacle of old age."	Dermatology,Premalignant	
Q_263	CASE_55	CASE	Oral Pathology	Inflammatory Papillary Hyperplasia is most often associated with:		Viral infection (HPV)	Ill-fitting dentures and poor hygiene (Candidiasis)	Autoimmune reaction	Allergy to acrylic	B	Why: It is a form of denture stomatitis (Stage 3) characterized by a "cobblestone" appearance, caused by candida, poor fit, and 24/7 wear. Why not: It looks like papillomas, but is reactive/inflammatory, not viral.	Denture Pathology,Etiology	
Q_264	CASE_55	CASE	Oral Pathology	Treatment for Inflammatory Papillary Hyperplasia often requires:		Antiviral medication	New denture and antifungal therapy (and possibly excision)	Steroid injections	Radiation therapy	B	Why: You must treat the fungal infection and the mechanical cause (new denture/reline). Severe cases may require electrosurgical removal of the hyperplastic tissue. Why not: Steroids would worsen the fungal infection.	Treatment,Prosthodontics	
Q_265	CASE_55	CASE	Oral Pathology	Which other condition presents with a "cobblestone" appearance of the oral mucosa but is associated with GI symptoms?		Crohn's Disease	Ulcerative Colitis	Peptic Ulcer Disease	Celiac Disease	A	Why: Crohn's Disease can present orally with "cobblestoning" of the buccal mucosa, aphthous-like ulcers, and lip swelling. Why not: Ulcerative colitis rarely has oral lesions (Pyostomatitis Vegetans is rare).	Systemic Disease,Oral Manifestations	
Q_266	CASE_56	CASE	Oral Pathology	The "Pregnancy Tumor" is histologically identical to a:		Fibroma	Pyogenic Granuloma	Giant Cell Granuloma	Papilloma	B	Why: A "Pregnancy Tumor" is simply a Pyogenic Granuloma occurring during pregnancy due to hormonal changes modifying the tissue response to plaque. Why not: Fibromas are collagenous. PGs are vascular granulation tissue.	Histology,Pregnancy	
Q_267	CASE_56	CASE	Oral Pathology	The name "Pyogenic Granuloma" is a misnomer because:		It is not associated with pus (pyogenic) and is not a true granuloma	It is actually a malignant tumor	It is caused by a virus	It is a form of abscess	A	Why: It is a mass of vascular granulation tissue (reactive hyperplasia), not a "granuloma" (macrophages) and does not produce pus (pyogenic). Why not: It is benign.	Terminology,Pathology	
Q_268	CASE_56	CASE	Oral Pathology	Post-partum, this lesion will typically:		Undergo malignant transformation	Resolve or shrink significantly on its own	Spread to other teeth	Calcify	B	Why: Once hormone levels normalize after birth, the exaggerated response subsides, and the lesion often shrinks (though surgical excision of the remnant is often needed). Why not: It does not spread or become malignant.	Prognosis,Pregnancy	
Q_269		RAPID_FIRE	Oral Pathology	Gardner Syndrome is associated with multiple Osteomas and intestinal polyps that have a 100% rate of malignant transformation.		TRUE	FALSE			A	Why: True. The intestinal polyps WILL become Adenocarcinoma. The osteomas (jaw) are a marker. Why not: N/A	Syndromes,Genetics	
Q_270		RAPID_FIRE	Oral Pathology	Ewing Sarcoma presents radiographically with an "Onion Skin" periosteal reaction.		TRUE	FALSE			A	Why: True. It is a malignancy of bone (kids) with a layered periosteal reaction resembling onion skin. Why not: N/A	Radiology,Bone Pathology	
Q_271		RAPID_FIRE	Oral Pathology	Paget's Disease of Bone (Osteitis Deformans) is characterized by a "Cotton Wool" radiographic appearance and elevated Alkaline Phosphatase.		TRUE	FALSE			A	Why: True. It involves chaotic resorption and deposition of bone, enlarging the bones (hat doesn't fit anymore). Why not: N/A	Bone Pathology,Radiology	
Q_272		RAPID_FIRE	Oral Pathology	Histoplasmosis is a deep fungal infection often presenting as an oral ulcer resembling TB or SCC, endemic to the Ohio/Mississippi River valleys.		TRUE	FALSE			A	Why: True. Bird/Bat droppings. Lung infection + Oral ulcers. Why not: N/A	Infectious Disease,Fungi	
Q_273		RAPID_FIRE	Oral Pathology	The primary stage of Syphilis presents with a Gumma.		TRUE	FALSE			B	Why: False. Primary = Chancre. Secondary = Mucous Patch/Rash. Tertiary = Gumma (destructive lesion). Why not: N/A	Syphilis,Stages	
Q_274		RAPID_FIRE	Oral Pathology	Koplik's Spots (grains of salt on red background) are pathognomonic for Mumps.		TRUE	FALSE			B	Why: False. They are pathognomonic for Measles (Rubeola). Mumps causes parotitis. Why not: N/A	Infectious Disease,Signs	
Q_275		RAPID_FIRE	Oral Pathology	HPV strains 16 and 18 are high-risk strains associated with Oropharyngeal Squamous Cell Carcinoma.		TRUE	FALSE			A	Why: True. HPV 16 is the main culprit for Oropharyngeal (throat/base of tongue) cancer. 6 and 11 are warts. Why not: N/A	HPV,Cancer	
Q_276		RAPID_FIRE	Oral Pathology	Sialolithiasis (Salivary Stones) most commonly occurs in the Parotid Duct (Stensen's).		TRUE	FALSE			B	Why: False. It is most common in the Submandibular Duct (Wharton's) because the saliva is more mucous/thick and travels against gravity. Why not: N/A	Salivary Glands,Pathology	
Q_277		RAPID_FIRE	Oral Pathology	A Stafne Defect is a developmental depression of the mandible containing salivary gland tissue, located below the canal.		TRUE	FALSE			A	Why: True. It looks like a cyst but is just a concavity. No treatment needed. Why not: N/A	Radiology,Pseudocyst	
Q_278		RAPID_FIRE	Oral Pathology	Nasopalatine Duct Cyst presents as a heart-shaped radiolucency between the maxillary central incisors.		TRUE	FALSE			A	Why: True. The heart shape is caused by the superimposition of the Anterior Nasal Spine. Why not: N/A	Cysts,Radiology	
Q_279	CASE_57	CASE	Oral Pathology	The clinical and radiographic presentation resembles a Central Giant Cell Granuloma (CGCG). However, given the history of Hyperparathyroidism, this lesion is histologically identical to a:		Brown Tumor	Radicular Cyst	Ameloblastoma	Osteoma	A	Why: Hyperparathyroidism causes "Brown Tumors" of bone, which are histologically indistinguishable from CGCG (giant cells, hemorrhage, hemosiderin). You must rule out hyperparathyroidism in any patient with a CGCG-like lesion. Why not: Ameloblastoma is epithelial. Osteoma is bone.	Bone Pathology,Systemic Disease	
Q_280	CASE_57	CASE	Oral Pathology	Hyperparathyroidism involves the excessive secretion of PTH, leading to:		Hypocalcemia and Hyperphosphatemia	Hypercalcemia and Hypophosphatemia	Hypocalcemia and Hypophosphatemia	Hypercalcemia and Hyperphosphatemia	B	Why: PTH pulls calcium FROM the bone INTO the blood (Hypercalcemia) and excretes phosphate (Hypophosphatemia). Stones (Kidney), Bones (Brown tumors), Groans (GI), and Moans (Psychosis). Why not: PTH raises serum calcium; it does not lower it.	Physiology,Endocrine	
Q_281	CASE_57	CASE	Oral Pathology	Radiographically, patients with Hyperparathyroidism may also exhibit the loss of which dental structure?		Enamel	Lamina Dura	Dentin	Pulp chambers	B	Why: Systemic loss of bone density often manifests early in the jaws as the loss of the Lamina Dura (the white line lining the socket). Why not: Enamel/Dentin are not resorbed by PTH.	Radiology,Systemic Signs	
Q_282	CASE_58	CASE	Oral Pathology	The presence of "Target Lesions" (Iris lesions) on the skin and crusting of the lips is the classic presentation of:		Pemphigus Vulgaris	Erythema Multiforme	Lichen Planus	Herpes Zoster	B	Why: Erythema Multiforme (EM) is an acute hypersensitivity reaction (often to HSV or drugs) characterized by Target lesions on hands/feet and hemorrhagic crusting of the lips. Why not: Pemphigus is autoimmune blistering. Herpes Zoster is unilateral dermatomal.	Dermatology,Diagnosis	
Q_283	CASE_58	CASE	Oral Pathology	The most common triggering factor for Erythema Multiforme Minor (as seen in this patient) is:		Drug allergy (Antibiotics)	Herpes Simplex Virus infection	Food allergy	Autoimmune disease	B	Why: Recurrent HSV infection is the #1 trigger for EM Minor. (EM Major/Stevens-Johnson is more often triggered by drugs). Why not: Drugs are usually the cause for the more severe forms.	Etiology,Herpes	
Q_284	CASE_58	CASE	Oral Pathology	If this condition progressed to involve the eyes and genitals (Severe Mucocutaneous form), it would be classified as:		Stevens-Johnson Syndrome	Lyell's Disease	Behcet's Syndrome	Reiter's Syndrome	A	Why: Stevens-Johnson Syndrome (SJS) is a severe form of EM involving the skin and mucous membranes (mouth, eyes, genitals). It is often drug-induced. Why not: Behcet's is a chronic autoimmune vasculitis.	Syndromes,Terminology	
Q_285	CASE_59	CASE	Oral Pathology	The biopsy results (mucous cells + epidermoid cells) confirm the diagnosis of the most common malignant salivary gland tumor:		Adenoid Cystic Carcinoma	Mucoepidermoid Carcinoma	Polymorphous Low-Grade Adenocarcinoma	Acinic Cell Carcinoma	B	Why: Mucoepidermoid Carcinoma is defined by the mixture of mucous-producing cells and epidermoid (squamous) cells. It is the #1 salivary malignancy in both adults and children. Why not: Adenoid Cystic is "Swiss Cheese." Acinic Cell is serous.	Salivary Glands,Malignancy	
Q_286	CASE_59	CASE	Oral Pathology	Unlike Adenoid Cystic Carcinoma, low-grade Mucoepidermoid Carcinoma typically has a:		Very poor prognosis	Good prognosis	Tendency for perineural invasion	High metastasis rate	B	Why: Low-grade Mucoepidermoid Carcinoma has a very good prognosis (90%+ survival). High-grade behaves like SCC. Adenoid Cystic has a grim long-term prognosis due to late metastasis. Why not: Perineural invasion is the hallmark of Adenoid Cystic.	Prognosis,Tumors	
Q_287	CASE_59	CASE	Oral Pathology	The most common site for salivary gland tumors (both benign and malignant) is the:		Parotid Gland	Submandibular Gland	Sublingual Gland	Palate	A	Why: The Parotid is the most common site overall (mostly benign Pleomorphic Adenomas). However, if you are asking about *Minor* gland tumors, the Palate is #1. Why not: Sublingual tumors are rare but highly likely to be malignant (70-90%).	Epidemiology,Salivary	
Q_288	CASE_60	CASE	Oral Pathology	The description of "opalescent teeth" with obliterated pulp chambers and bulbous crowns is pathognomonic for:		Amelogenesis Imperfecta	Dentinogenesis Imperfecta	Dentin Dysplasia	Regional Odontodysplasia	B	Why: Dentinogenesis Imperfecta (Type I with OI, Type II isolated) presents with blue/brown translucent teeth. The enamel is normal but chips off because the underlying dentin is defective. X-rays show obliterated pulps and bulbous crowns ("Tulip shape"). Why not: Amelogenesis Imperfecta affects enamel (thin/pitted), but pulps are normal.	Genetic Diseases,Dental Anomalies	
Q_289	CASE_60	CASE	Oral Pathology	Dentinogenesis Imperfecta Type I is associated with which systemic condition present in this patient?		Cleidocranial Dysplasia	Osteogenesis Imperfecta	Ectodermal Dysplasia	Down Syndrome	B	Why: Type I occurs with Osteogenesis Imperfecta (Brittle Bone Disease). Both conditions involve defects in Type I Collagen. Why not: Ectodermal dysplasia involves missing teeth (anodontia).	Genetics,Syndromes	
Q_290	CASE_60	CASE	Oral Pathology	In Amelogenesis Imperfecta, unlike Dentinogenesis Imperfecta, the teeth radiographically exhibit:		Obliterated pulp chambers	Normal pulp chambers and thin/missing enamel	Short roots	Periapical radiolucencies without caries	B	Why: Amelogenesis Imperfecta affects the Ectoderm (Enamel). The Mesoderm (Dentin/Pulp) is normal. Thus, pulps look normal, but enamel is ghostly thin or absent ("Square crowns"). Why not: Obliterated pulps are the hallmark of DI.	Radiology,Differential Diagnosis	
Q_291	CASE_61	CASE	Oral Pathology	The combination of mucocutaneous pigmentation (freckles) and intestinal polyps characterizes:		Gardner Syndrome	Peutz-Jeghers Syndrome	Addison's Disease	Neurofibromatosis	B	Why: Peutz-Jeghers = Pigmentation + Polyps (Hamartomatous). Why not: Gardner = Osteomas + Adenomatous Polyps. Addison's = Bronzing of skin (adrenal failure). Neurofibromatosis = Cafe au lait spots.	Syndromes,Pigmentation	
Q_292	CASE_61	CASE	Oral Pathology	Unlike Gardner Syndrome, the polyps in Peutz-Jeghers Syndrome are:		Adenomatous (High malignant potential)	Hamartomatous (Low malignant potential)	Inflammatory	Hyperplastic	B	Why: They are Hamartomas (disorganized normal tissue). While patients have an increased risk of other cancers (pancreas, breast, etc.), the polyps themselves are less aggressive than the Adenomas of Gardner's/FAP, which have a 100% malignancy rate. Why not: Gardner's polyps are Adenomas (Pre-cancerous).	Pathology,Polyps	
Q_293	CASE_62	CASE	Oral Pathology	Floating Teeth in a child with punched-out bone lesions is the classic radiographic sign of:		Multiple Myeloma	Langerhans Cell Histiocytosis (LCH)	Ewing Sarcoma	Cherubism	B	Why: LCH (formerly Histiocytosis X) causes rapid bone destruction around tooth roots, making them appear to float in space. Why not: Multiple Myeloma is in older adults. Cherubism causes bilateral expansion, not floating teeth.	Radiology,Bone Pathology	
Q_294	CASE_62	CASE	Oral Pathology	Electron microscopy of the cells in Langerhans Cell Histiocytosis reveals organelles shaped like tennis racquets, called:		Liesegang Rings	Birbeck Granules	Rushton Bodies	Civatte Bodies	B	Why: Birbeck Granules are the pathognomonic "tennis racquet" cytoplasmic inclusions found in Langerhans cells. Why not: Liesegang rings are in Pindborg tumors. Rushton bodies are in cysts.	Histology,Pathognomonic	
Q_295	CASE_63	CASE	Oral Pathology	Gustatory sweating (sweating while eating) after parotid surgery is known as:		Bell's Palsy	Frey's Syndrome (Auriculotemporal Syndrome)	Ramsay Hunt Syndrome	Melkersson-Rosenthal Syndrome	B	Why: During healing after parotidectomy, the parasympathetic fibers of the Auriculotemporal nerve (saliva) cross-wire with the sympathetic fibers of the sweat glands. So, the signal to "salivate" makes the cheek "sweat." Why not: Bell's palsy is paralysis.	Neurology,Complications	
Q_296	CASE_63	CASE	Oral Pathology	The nerve involved in Frey's Syndrome, the Auriculotemporal Nerve, is a branch of:		CN V3 (Mandibular)	CN VII (Facial)	CN IX (Glossopharyngeal)	CN X (Vagus)	A	Why: The Auriculotemporal nerve is a branch of V3. It carries post-ganglionic parasympathetic fibers (from the Otic ganglion/CN IX) to the parotid. Why not: The fibers originate from IX, but the nerve itself is V3.	Anatomy,Nerves	
Q_297	CASE_64	CASE	Oral Pathology	Punched-out radiolucencies in the skull and jaw of an elderly patient are indicative of:		Osteosarcoma	Multiple Myeloma	Paget's Disease	Metastatic Prostate Cancer	B	Why: Multiple Myeloma is a malignancy of Plasma Cells. The tumor cells accumulate in the marrow, destroying bone (punched out) and producing monoclonal immunoglobulins. Why not: Prostate metastases are usually osteoblastic (radiopaque).	Radiology,Malignancy	
Q_298	CASE_64	CASE	Oral Pathology	Bence Jones proteins detected in the urine are actually:		Amyloid deposits	Light chains of immunoglobulins	Calcium crystals	Red blood cell casts	B	Why: The malignant plasma cells produce excessive immunoglobulin light chains (Kappa or Lambda), which are small enough to be filtered into the urine. Why not: Amyloid is deposited in tissues (Macroglossia is also seen in Myeloma).	Labs,Pathology	
Q_299	CASE_65	CASE	Oral Pathology	The Adenomatoid Odontogenic Tumor (AOT) is often called the "Two-Thirds Tumor" because:		2/3 occur in females, 2/3 in maxilla, 2/3 in anterior jaws	2/3 are malignant	2/3 recur after removal	2/3 occur in the mandible	A	Why: AOT Epidemiology: 2/3 Female, 2/3 Maxilla, 2/3 Anterior, 2/3 associated with impacted canine, 2/3 in teens. Why not: It is benign and rarely recurs.	Epidemiology,Odontogenic Tumors	
Q_300	CASE_65	CASE	Oral Pathology	Radiographically, an AOT looks like a dentigerous cyst but often contains:		Snow-flake calcifications	A sunburst pattern	Ground glass appearance	Cotton wool spots	A	Why: AOTs often contain fine "snowflake" or "fleck-like" calcifications within the radiolucency. It also extends apically past the CEJ (unlike a Dentigerous cyst). Why not: Sunburst is Osteosarcoma.	Radiology,Diagnosis	
Q_301	CASE_66	CASE	Oral Pathology	The painless, indurated ulcer (Chancre) is the hallmark of:		Primary Syphilis	Secondary Syphilis	Tertiary Syphilis	Gonorrhea	A	Why: Primary Syphilis = Chancre (at the site of inoculation). It heals spontaneously in 3-8 weeks. Why not: Secondary = Mucous Patch/Rash. Tertiary = Gumma/Neurosyphilis.	Infectious Disease,Stages	
Q_302	CASE_66	CASE	Oral Pathology	The causative organism, Treponema pallidum, is a:		Gram-negative rod	Spirochete	Virus	Fungus	B	Why: Syphilis is caused by a spirochete (corkscrew-shaped bacterium). It is identified using Dark Field Microscopy. Why not: It is not a standard rod/cocci.	Microbiology,Syphilis	
Q_303		RAPID_FIRE	Oral Pathology	The most common non-odontogenic cyst of the oral cavity is the Nasopalatine Duct Cyst.		TRUE	FALSE			A	Why: True. Heart-shaped radiolucency. Why not: N/A	Cysts,Epidemiology	
Q_304		RAPID_FIRE	Oral Pathology	A Stafne Defect is a true cyst requiring surgical enucleation.		TRUE	FALSE			B	Why: False. It is a pseudocyst (lingual bone depression containing salivary gland). No treatment is needed. Why not: N/A	Pseudocyst,Treatment	
Q_305		RAPID_FIRE	Oral Pathology	Cherubism presents with bilateral, painless expansion of the posterior jaws in children.		TRUE	FALSE			A	Why: True. "Chubby cheeks" appearance. Radiographically "Soap Bubble." Histologically giant cells. Self-limiting (stops growing after puberty). Why not: N/A	Bone Pathology,Pediatric	
Q_306		RAPID_FIRE	Oral Pathology	Condyloma Latum is the wart-like lesion of Secondary Syphilis, while Condyloma Acuminatum is caused by HPV.		TRUE	FALSE			A	Why: True. Latum = Syphilis. Acuminatum = HPV. Don't confuse them! Why not: N/A	Terminology,Infectious Disease	
Q_307		RAPID_FIRE	Oral Pathology	A Complex Odontoma resembles a cluster of miniature teeth (tooth-like).		TRUE	FALSE			B	Why: False. COMPOUND = Collection of toothlets (Anterior maxilla). COMPLEX = Disorganized mass of enamel/dentin (Posterior jaws). Why not: N/A	Odontogenic Tumors,Definitions	
Q_308		RAPID_FIRE	Oral Pathology	The Calcifying Epithelial Odontogenic Tumor (Pindborg Tumor) is associated with Amyloid deposits and Liesegang Rings.		TRUE	FALSE			A	Why: True. Pindborg tumor = Amyloid + Liesegang Rings (calcifications). Why not: N/A	Histology,Pathognomonic	
Q_309		RAPID_FIRE	Oral Pathology	Ectodermal Dysplasia presents with oligodontia (missing teeth), hypotrichosis (thin hair), and hypohidrosis (lack of sweat).		TRUE	FALSE			A	Why: True. It affects all ectodermal structures (teeth, hair, sweat glands, nails). Patients are prone to hyperthermia because they can't sweat. Why not: N/A	Genetics,Syndromes	
Q_310		RAPID_FIRE	Oral Pathology	Osteopetrosis (Marble Bone Disease) results in strong, fracture-resistant bones.		TRUE	FALSE			B	Why: False. The bones are dense (sclerotic) but BRITTLE and fracture easily. The marrow is obliterated, leading to anemia and infection. Why not: N/A	Bone Pathology,Systemic	
